name,team,position,GW,opponent_name,was_home,fixture_difficulty,predicted_goals,raw_predicted_goals,fixture_adjusted_goals,blended_prediction,min_probability,opponent_team,team_attacking,opp_defending
Mohamed Salah,Liverpool,MID,30,Everton,True,4.7,0.84,1.153244397639779,1.623244397639779,0.8383468725302686,0.12,8,1340,1100
Erling Haaland,Man City,FWD,30,Leicester,True,1.95,0.65,0.9776897645483177,1.1726897645483176,0.6481246518004072,0.2,11,1140,1090
Luis Díaz,Liverpool,MID,30,Everton,True,4.7,0.42,0.3192574372007423,0.7892574372007423,0.42135339231075025,0.11859999999999998,8,1340,1100
Cody Gakpo,Liverpool,FWD,30,Everton,True,4.7,0.39,0.1962738820319466,0.6662738820319466,0.3949167105422217,0.1785,8,1340,1100
Cole Palmer,Chelsea,MID,30,Spurs,True,-0.85,0.35,0.7408464628633067,0.6558464628633067,0.3546479051420325,0.12,18,1150,1280
Alexander Isak,Newcastle,FWD,30,Brentford,True,-1.7,0.33,0.7084721449777416,0.5384721449777415,0.3310158420151192,0.2,4,1140,1310
Kai Havertz,Arsenal,FWD,30,Fulham,True,1.55,0.31,0.3319384798208327,0.4869384798208327,0.3052490094366648,0.2,9,1220,1150
Darwin Núñez Ribeiro,Liverpool,FWD,30,Everton,True,4.7,0.31,0.030829579325902853,0.5008295793259028,0.3121945591891998,0.12483333333333335,8,1340,1100
Jayden Danns,Liverpool,FWD,30,Everton,True,4.7,0.3,0.0,0.47,0.2967797695262484,0.04000000000000001,8,1340,1100
Diogo Teixeira da Silva,Liverpool,MID,30,Everton,True,4.7,0.3,0.080485814838756,0.5504858148387559,0.3019675811297571,0.0622,8,1340,1100
Ollie Watkins,Aston Villa,FWD,30,Brighton,False,0.75,0.29,0.3781206509815845,0.45312065098158444,0.2883400950170406,0.2,5,1160,1160
Chris Wood,Nott'm Forest,FWD,30,Man Utd,True,0.95,0.29,0.3517749923047743,0.4467749923047743,0.28516726567863554,0.2,14,1200,1160
Dominik Szoboszlai,Liverpool,MID,30,Everton,True,4.7,0.28,0.0385643962562843,0.5085643962562842,0.28100687183852124,0.12,8,1340,1100
Curtis Jones,Liverpool,MID,30,Everton,True,4.7,0.28,0.03972137135740077,0.5097213713574007,0.28158535938907947,0.088,8,1340,1100
Alexis Mac Allister,Liverpool,MID,30,Everton,True,4.7,0.27,0.01656963869463869,0.48656963869463865,0.27000949305769845,0.12,8,1340,1100
Endo Wataru,Liverpool,MID,30,Everton,True,4.7,0.26,0.0,0.47,0.2617246737103791,0.024,8,1340,1100
Federico Chiesa,Liverpool,MID,30,Everton,True,4.7,0.26,0.0,0.47,0.2617246737103791,0.024,8,1340,1100
Ben Doak,Liverpool,MID,30,Everton,True,4.7,0.26,0.0,0.47,0.2617246737103791,0.024,8,1340,1100
Ryan Gravenberch,Liverpool,MID,30,Everton,True,4.7,0.26,0.0011111111111111111,0.4711111111111111,0.26228022926593464,0.12,8,1340,1100
Tyler Morton,Liverpool,MID,30,Everton,True,4.7,0.26,0.0,0.47,0.2617246737103791,0.024,8,1340,1100
James McConnell,Liverpool,MID,30,Everton,True,4.7,0.26,0.0,0.47,0.2617246737103791,0.024,8,1340,1100
Antoine Semenyo,Bournemouth,MID,30,Ipswich,True,1.7,0.26,0.3006852198258131,0.47068521982581313,0.2620672836232857,0.12,10,1130,1080
Stefan Bajčetić Maquieira,Liverpool,MID,30,Everton,True,4.7,0.26,0.0,0.47,0.2617246737103791,0.024,8,1340,1100
Harvey Elliott,Liverpool,MID,30,Everton,True,4.7,0.26,0.0,0.47,0.2617246737103791,0.024,8,1340,1100
Bobby Clark,Liverpool,MID,30,Everton,True,4.7,0.26,0.0,0.47,0.2617246737103791,0.024,8,1340,1100
Treymaurice Nyoni,Liverpool,MID,30,Everton,True,4.7,0.26,0.0,0.47,0.2617246737103791,0.024,8,1340,1100
Virgil van Dijk,Liverpool,DEF,30,Everton,True,4.7,0.25,0.015135225885225884,0.48513522588522584,0.24991742120848426,0.06,8,1340,1100
Trent Alexander-Arnold,Liverpool,DEF,30,Everton,True,4.7,0.25,0.021321733821733822,0.4913217338217338,0.2530106751767382,0.06,8,1340,1100
